method	sim_method	rep	panel_ancestry	panel_n	trait	h2	p_causal	effect_dist	metric	value	n	n_cases	n_controls
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	AUC_raw	0.505394559385188	20000	1899	18101
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	AUC_full	0.535094360678609	20000	1899	18101
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	AUC_null	0.533939323960089	20000	1899	18101
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	AUC_incremental	0.00115503671851924	20000	1899	18101
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	pgs_var_mean	1.99155274356712	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	pgs_var_median	1.93795008055339	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	n_chains_converged	24			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	h2_init	0.047979264690503			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	h2_final	0.0702673995401745			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	p_final	0.00665897901878332			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	beta_l2	0.0974423818789094			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	gaussian	n_posterior_samples	600			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	AUC_raw	0.516776600677334	20000	2084	17916
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	AUC_full	0.529054681068702	20000	2084	17916
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	AUC_null	0.523333082643293	20000	2084	17916
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	AUC_incremental	0.00572159842540942	20000	2084	17916
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	pgs_var_mean	2.2202693696928	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	pgs_var_median	2.18230305640821	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	n_chains_converged	23			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	h2_init	0.0382717386311427			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	h2_final	0.0838000189162187			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	p_final	0.0056143220868006			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	beta_l2	0.139609625469118			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.001	spikeslab	n_posterior_samples	575			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	AUC_raw	0.522478399491613	20000	1971	18029
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	AUC_full	0.542655711769856	20000	1971	18029
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	AUC_null	0.533519999164771	20000	1971	18029
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	AUC_incremental	0.00913571260508494	20000	1971	18029
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	pgs_var_mean	0.419042593997748	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	pgs_var_median	0.418608264643979	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	n_chains_converged	20			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	h2_init	0.019778420477068			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	h2_final	0.0169254872307958			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	p_final	0.00516220897771786			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	beta_l2	0.0145249414624889			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.01	spikeslab	n_posterior_samples	500			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	AUC_raw	0.538925619452003	20000	2031	17969
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	AUC_full	0.549954118421411	20000	2031	17969
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	AUC_null	0.52966075745254	20000	2031	17969
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	AUC_incremental	0.0202933609688702	20000	2031	17969
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	pgs_var_mean	4.25501313963216	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	pgs_var_median	3.09452131848741	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	n_chains_converged	27			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	h2_init	0.0573070570751374			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	h2_final	0.108023456464874			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	p_final	0.00683578314934601			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	beta_l2	0.238941776729574			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.05	spikeslab	n_posterior_samples	675			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	AUC_raw	0.509196874024465	20000	1967	18033
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	AUC_full	0.543468082903199	20000	1967	18033
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	AUC_null	0.542453843376055	20000	1967	18033
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	AUC_incremental	0.00101423952714375	20000	1967	18033
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	pgs_var_mean	1.49880722923724	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	pgs_var_median	1.49711165839212	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	n_chains_converged	26			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	h2_init	0.0427309221298039			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	h2_final	0.052401240863095			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	p_final	0.00568181800588706			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	beta_l2	0.0544854770535919			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.05	0.2	spikeslab	n_posterior_samples	650			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	AUC_raw	0.519547577440879	20000	1897	18103
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	AUC_full	0.544945980784529	20000	1897	18103
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	AUC_null	0.536756242634435	20000	1897	18103
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	AUC_incremental	0.00818973815009416	20000	1897	18103
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	pgs_var_mean	4.19558931507584	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	pgs_var_median	4.12414669714098	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	n_chains_converged	29			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	h2_init	0.0862429292463298			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	h2_final	0.136648825214673			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	p_final	0.00906584822736886			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	beta_l2	0.195476058743635			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	gaussian	n_posterior_samples	725			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	AUC_raw	0.559808528947023	20000	2064	17936
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	AUC_full	0.56432723326349	20000	2064	17936
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	AUC_null	0.523289390485724	20000	2064	17936
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	AUC_incremental	0.0410378427777662	20000	2064	17936
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	pgs_var_mean	6.04360737081949	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	pgs_var_median	5.96722469914989	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	n_chains_converged	29			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	h2_init	0.0830607587575586			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	h2_final	0.219407077583272			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	p_final	0.00789186017940518			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	beta_l2	0.463842544603996			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.001	spikeslab	n_posterior_samples	725			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	AUC_raw	0.541061608933554	20000	1952	18048
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	AUC_full	0.556311470868213	20000	1952	18048
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	AUC_null	0.534230553678351	20000	1952	18048
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	AUC_incremental	0.0220809171898616	20000	1952	18048
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	pgs_var_mean	2.13019290680955	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	pgs_var_median	2.12560309081387	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	n_chains_converged	26			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	h2_init	0.0553739695996586			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	h2_final	0.0725954335246665			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	p_final	0.00659487517343264			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	beta_l2	0.0763804164588095			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.01	spikeslab	n_posterior_samples	650			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	AUC_raw	0.549087115611481	20000	2032	17968
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	AUC_full	0.557923157134994	20000	2032	17968
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	AUC_null	0.532091062150735	20000	2032	17968
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	AUC_incremental	0.025832094984259	20000	2032	17968
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	pgs_var_mean	9.72038447160974	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	pgs_var_median	7.84445349433011	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	n_chains_converged	29			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	h2_init	0.108337639763355			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	h2_final	0.257119478484318			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	p_final	0.0134046109170904			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	beta_l2	0.497069602400484			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.05	spikeslab	n_posterior_samples	725			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	AUC_raw	0.51637205957044	20000	2005	17995
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	AUC_full	0.54713765738474	20000	2005	17995
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	AUC_null	0.545724047757794	20000	2005	17995
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	AUC_incremental	0.00141360962694681	20000	2005	17995
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	pgs_var_mean	4.52924339967	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	pgs_var_median	4.49686019684608	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	n_chains_converged	27			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	h2_init	0.0866458484901338			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	h2_final	0.149241025348558			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	p_final	0.00984762398926349			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	beta_l2	0.182709836353588			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.1	0.2	spikeslab	n_posterior_samples	675			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	AUC_raw	0.551907639674067	20000	1890	18110
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	AUC_full	0.565146912314223	20000	1890	18110
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	AUC_null	0.535704089354006	20000	1890	18110
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	AUC_incremental	0.0294428229602167	20000	1890	18110
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	pgs_var_mean	19.9340420038253	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	pgs_var_median	19.5975665397113	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	n_chains_converged	23			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	h2_init	0.175821305685998			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	h2_final	0.585776202874714			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	p_final	0.0255553642975395			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	beta_l2	0.821259817625771			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	gaussian	n_posterior_samples	575			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	AUC_raw	0.630897293626778	20000	2046	17954
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	AUC_full	0.632565807634172	20000	2046	17954
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	AUC_null	0.520874378543799	20000	2046	17954
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	AUC_incremental	0.111691429090373	20000	2046	17954
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	pgs_var_mean	7.28733629382702	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	pgs_var_median	6.90105004930767	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	n_chains_converged	19			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	h2_init	0.166775082592527			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	h2_final	0.320616522440739			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	p_final	0.00251659263801789			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	beta_l2	2.78179337869102			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.001	spikeslab	n_posterior_samples	475			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	AUC_raw	0.575320549030214	20000	1974	18026
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	AUC_full	0.583027375407649	20000	1974	18026
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	AUC_null	0.532499746229442	20000	1974	18026
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	AUC_incremental	0.0505276291782072	20000	1974	18026
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	pgs_var_mean	12.8843269710265	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	pgs_var_median	12.6965657166586	20000		
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	n_chains_total	30			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	n_chains_converged	29			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	chains_used_fallback	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	ldsc_failed	0			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	h2_init	0.142478515194714			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	h2_final	0.405971500317997			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	p_final	0.0180227278011415			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	n_snps_total	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	n_snps_nonzero	623494			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	beta_l2	0.578781350866004			
ldpred2	hapnest_public	1	hapnest_AFR	500	binary_prev10	0.2	0.01	spikeslab	n_posterior_samples	725			
